Category	English	Chinese	Path
DUPLICANTS.MODIFIERS	Hot Stuff	辛辣	STRINGS.DUPLICANTS.MODIFIERS.HOTSTUFF.NAME
DUPLICANTS.MODIFIERS	Hot Tubbed	泡熱水澡	STRINGS.DUPLICANTS.MODIFIERS.HOTTUB.NAME
DUPLICANTS.MODIFIERS	Hugged	擁抱	STRINGS.DUPLICANTS.MODIFIERS.HUGGED.NAME
DUPLICANTS.MODIFIERS	Hungry	飢餓	STRINGS.DUPLICANTS.MODIFIERS.HUNGRY.NAME
DUPLICANTS.MODIFIERS	Immune System Overwhelmed	免疫系統超過負荷	STRINGS.DUPLICANTS.MODIFIERS.IMMUNESYSTEMOVERWHELMED.NAME
DUPLICANTS.MODIFIERS	Waterlogged	水漬重負	STRINGS.DUPLICANTS.MODIFIERS.INLIQUIDSTAMINA.NAME
DUPLICANTS.MODIFIERS	Inspired	得到靈感	STRINGS.DUPLICANTS.MODIFIERS.INSPIRED.NAME
DUPLICANTS.MODIFIERS	Intravenous Feeding	靜脈注射	STRINGS.DUPLICANTS.MODIFIERS.INTRAVENOUS_NUTRITION.NAME
DUPLICANTS.MODIFIERS	Yodeling	輕曲哼唱	STRINGS.DUPLICANTS.MODIFIERS.ISJOYSINGER.NAME
DUPLICANTS.MODIFIERS	Doing the Robot	機械舞	STRINGS.DUPLICANTS.MODIFIERS.ISROBODANCER.NAME
DUPLICANTS.MODIFIERS	Sparkle Streaking	閃閃發光	STRINGS.DUPLICANTS.MODIFIERS.ISSPARKLESTREAKER.NAME
DUPLICANTS.MODIFIERS	Sticker Bombing	貼貼紙	STRINGS.DUPLICANTS.MODIFIERS.ISSTICKERBOMBING.NAME
DUPLICANTS.MODIFIERS	Drank Juice	喝果汁	STRINGS.DUPLICANTS.MODIFIERS.JUICER.NAME
DUPLICANTS.MODIFIERS	Sleeping in a ladder bed	睡在梯床上	STRINGS.DUPLICANTS.MODIFIERS.LADDERBEDSTAMINA.NAME
DUPLICANTS.MODIFIERS	Light Wounds	輕微創傷	STRINGS.DUPLICANTS.MODIFIERS.LIGHTWOUNDS.NAME
DUPLICANTS.MODIFIERS	Alone	獨處	STRINGS.DUPLICANTS.MODIFIERS.LONER.NAME
DUPLICANTS.MODIFIERS	Low Oxygen	氧氣含量低	STRINGS.DUPLICANTS.MODIFIERS.LOWOXYGEN.NAME
DUPLICANTS.MODIFIERS	Low Oxygen Tank	氧氣罐含量低	STRINGS.DUPLICANTS.MODIFIERS.LOWOXYGENBIONIC.NAME
DUPLICANTS.MODIFIERS	Luxury Barracks	豪華宿舍	STRINGS.DUPLICANTS.MODIFIERS.LUXURYBARRACKSSTAMINA.NAME
DUPLICANTS.MODIFIERS	Sleeping in a comfy bed	睡在舒適床上	STRINGS.DUPLICANTS.MODIFIERS.LUXURYBEDSTAMINA.NAME
DUPLICANTS.MODIFIERS	Engie's Jerry Rig	工程師檢修	STRINGS.DUPLICANTS.MODIFIERS.MACHINETINKER.NAME
DUPLICANTS.MODIFIERS	Major Eye Irritation	重度眼睛刺激	STRINGS.DUPLICANTS.MODIFIERS.MAJORIRRITATION.NAME
DUPLICANTS.MODIFIERS	Managed Colony	管理殖民地	STRINGS.DUPLICANTS.MODIFIERS.MANAGEDCOLONY.NAME
DUPLICANTS.MODIFIERS	Managerial Duties	管理職責	STRINGS.DUPLICANTS.MODIFIERS.MANAGERIALDUTIES.NAME
DUPLICANTS.MODIFIERS	Stoked	刺激	STRINGS.DUPLICANTS.MODIFIERS.MECHANICALSURFBOARD.NAME
DUPLICANTS.MODIFIERS	Surfin'	衝浪	STRINGS.DUPLICANTS.MODIFIERS.MECHANICALSURFING.NAME
DUPLICANTS.MODIFIERS	Triage Cot Rest	醫療床休息	STRINGS.DUPLICANTS.MODIFIERS.MEDICALCOT.NAME
DUPLICANTS.MODIFIERS	Receiving treatment	接受治療	STRINGS.DUPLICANTS.MODIFIERS.MEDICALCOTDOCTORED.NAME
DUPLICANTS.MODIFIERS	Vitamin Chews	維生素咀嚼錠	STRINGS.DUPLICANTS.MODIFIERS.MEDICINE_BASICBOOSTER.NAME
DUPLICANTS.MODIFIERS	Basic Rad Pill	基本輻射藥片	STRINGS.DUPLICANTS.MODIFIERS.MEDICINE_BASICRADPILL.NAME
DUPLICANTS.MODIFIERS	Placebo	安慰劑	STRINGS.DUPLICANTS.MODIFIERS.MEDICINE_GENERICPILL.NAME
DUPLICANTS.MODIFIERS	Immuno Booster	免疫增強劑	STRINGS.DUPLICANTS.MODIFIERS.MEDICINE_INTERMEDIATEBOOSTER.NAME
DUPLICANTS.MODIFIERS	Intermediate Rad Pill	中級輻射藥片	STRINGS.DUPLICANTS.MODIFIERS.MEDICINE_INTERMEDIATERADPILL.NAME
DUPLICANTS.MODIFIERS	Maximum Aptitude	極限潛能激發	STRINGS.DUPLICANTS.MODIFIERS.MEGABRAINTANKBONUS.NAME
DUPLICANTS.MODIFIERS	Ate Caviar	吃過魚子醬	STRINGS.DUPLICANTS.MODIFIERS.MESSCAVIAR.NAME
DUPLICANTS.MODIFIERS	Salted Food	鹹食	STRINGS.DUPLICANTS.MODIFIERS.MESSTABLESALT.NAME
DUPLICANTS.MODIFIERS	Metabolism	代謝	STRINGS.DUPLICANTS.MODIFIERS.METABOLISM_CALORIE_MODIFIER.NAME
DUPLICANTS.MODIFIERS	Minor Eye Irritation	輕微眼睛刺激	STRINGS.DUPLICANTS.MODIFIERS.MINORIRRITATION.NAME
DUPLICANTS.MODIFIERS	Moderate Wounds	中度創傷	STRINGS.DUPLICANTS.MODIFIERS.MODERATEWOUNDS.NAME
DUPLICANTS.MODIFIERS	Mourning	哀悼	STRINGS.DUPLICANTS.MODIFIERS.MOURNING.NAME
DUPLICANTS.MODIFIERS	Near-Death Experience	瀕死經驗	STRINGS.DUPLICANTS.MODIFIERS.NEARDEATHEXPERIENCE.NAME
DUPLICANTS.MODIFIERS	New Friend	新朋友	STRINGS.DUPLICANTS.MODIFIERS.NEWCREWARRIVAL.NAME
DUPLICANTS.MODIFIERS	Nightmares	暗夜惡夢	STRINGS.DUPLICANTS.MODIFIERS.NIGHTMARES.NAME
DUPLICANTS.MODIFIERS	Fun Interrupted	開心中斷	STRINGS.DUPLICANTS.MODIFIERS.NOFUNALLOWED.NAME
DUPLICANTS.MODIFIERS	Cacophony!	刺耳的聲音！	STRINGS.DUPLICANTS.MODIFIERS.NOISEMAJOR.NAME
DUPLICANTS.MODIFIERS	Loud Noises	大聲的噪音	STRINGS.DUPLICANTS.MODIFIERS.NOISEMINOR.NAME
DUPLICANTS.MODIFIERS	Peace and Quiet	和平與安靜	STRINGS.DUPLICANTS.MODIFIERS.NOISEPEACEFUL.NAME
DUPLICANTS.MODIFIERS	Grinding Gears	齒輪磨損	STRINGS.DUPLICANTS.MODIFIERS.NOLUBRICATIONMAJOR.NAME
DUPLICANTS.MODIFIERS	Grinding Gears (Reduced)	齒輪磨損（減少）	STRINGS.DUPLICANTS.MODIFIERS.NOLUBRICATIONMINOR.NAME
DUPLICANTS.MODIFIERS	No Oxygen	沒有氧氣	STRINGS.DUPLICANTS.MODIFIERS.NOOXYGEN.NAME
DUPLICANTS.MODIFIERS	Exhausted	精疲力竭	STRINGS.DUPLICANTS.MODIFIERS.PASSEDOUTSLEEP.NAME
DUPLICANTS.MODIFIERS	Well Rested	睡眠良好	STRINGS.DUPLICANTS.MODIFIERS.PEACEFULSLEEP.NAME
DUPLICANTS.MODIFIERS	Personal Bubble Burst	個人美夢破碎	STRINGS.DUPLICANTS.MODIFIERS.PEOPLETOOCLOSEWHILESLEEPING.NAME
DUPLICANTS.MODIFIERS	Played Video Games	玩電子遊戲	STRINGS.DUPLICANTS.MODIFIERS.PLAYEDARCADE.NAME
DUPLICANTS.MODIFIERS	Popped Eardrums	耳膜炸裂	STRINGS.DUPLICANTS.MODIFIERS.POPPEDEARDRUMS.NAME
DUPLICANTS.MODIFIERS	Feeling better	感覺好一點	STRINGS.DUPLICANTS.MODIFIERS.POSTDISEASERECOVERY.NAME
DUPLICANTS.MODIFIERS	Engie's Tune-Up	優化調整	STRINGS.DUPLICANTS.MODIFIERS.POWERTINKER.NAME
DUPLICANTS.MODIFIERS	Ouch!	哎喲！	STRINGS.DUPLICANTS.MODIFIERS.PRICKLEFRUITDAMAGE.NAME
DUPLICANTS.MODIFIERS	Partied Hard	派對狂歡	STRINGS.DUPLICANTS.MODIFIERS.RECENTLYPARTIED.NAME
DUPLICANTS.MODIFIERS	Recovering breath	恢復呼吸	STRINGS.DUPLICANTS.MODIFIERS.RECOVERINGBREATH.NAME
DUPLICANTS.MODIFIERS	Red Alert!	紅色警報！	STRINGS.DUPLICANTS.MODIFIERS.REDALERT.NAME
DUPLICANTS.MODIFIERS	Heat Resistant	炎熱抗性	STRINGS.DUPLICANTS.MODIFIERS.REFRESHINGTOUCH.NAME
DUPLICANTS.MODIFIERS	Sleeping Peacefully	睡眠安穩	STRINGS.DUPLICANTS.MODIFIERS.RESTFULSLEEP.NAME
DUPLICANTS.MODIFIERS	Resting	休息	STRINGS.DUPLICANTS.MODIFIERS.RESTING.NAME
DUPLICANTS.MODIFIERS	Restless	不安	STRINGS.DUPLICANTS.MODIFIERS.RESTLESS.NAME
DUPLICANTS.MODIFIERS	Banquet Hall	宴會廳	STRINGS.DUPLICANTS.MODIFIERS.ROOMBANQUETHALL.NAME
DUPLICANTS.MODIFIERS	Washroom	洗手間	STRINGS.DUPLICANTS.MODIFIERS.ROOMBATHROOM.NAME
DUPLICANTS.MODIFIERS	Great Hall	高級餐廳	STRINGS.DUPLICANTS.MODIFIERS.ROOMGREATHALL.NAME
DUPLICANTS.MODIFIERS	Latrine	廁間	STRINGS.DUPLICANTS.MODIFIERS.ROOMLATRINE.NAME
DUPLICANTS.MODIFIERS	Mess Hall	餐廳	STRINGS.DUPLICANTS.MODIFIERS.ROOMMESSHALL.NAME
DUPLICANTS.MODIFIERS	Nature Reserve	自然保護區	STRINGS.DUPLICANTS.MODIFIERS.ROOMNATURERESERVE.NAME
DUPLICANTS.MODIFIERS	Park	公園	STRINGS.DUPLICANTS.MODIFIERS.ROOMPARK.NAME
DUPLICANTS.MODIFIERS	Rotting	腐壞	STRINGS.DUPLICANTS.MODIFIERS.ROTTING.NAME
DUPLICANTS.MODIFIERS	Sandbox Morale Adjustment	[沙盒] 士氣調整	STRINGS.DUPLICANTS.MODIFIERS.SANDBOXMORALEADJUSTMENT.NAME
DUPLICANTS.MODIFIERS	Steam Powered	蒸氣浴	STRINGS.DUPLICANTS.MODIFIERS.SAUNA.NAME
DUPLICANTS.MODIFIERS	Hyped	興奮	STRINGS.DUPLICANTS.MODIFIERS.SAWROBODANCER.NAME
DUPLICANTS.MODIFIERS	Sparkle Flattered	看見亮光	STRINGS.DUPLICANTS.MODIFIERS.SAWSPARKLESTREAKER.NAME
DUPLICANTS.MODIFIERS	Severe Wounds	重度創傷	STRINGS.DUPLICANTS.MODIFIERS.SEVEREWOUNDS.NAME
DUPLICANTS.MODIFIERS	Showered	洗香香	STRINGS.DUPLICANTS.MODIFIERS.SHOWERED.NAME
DUPLICANTS.MODIFIERS	Attribute Level	屬性等級	STRINGS.DUPLICANTS.MODIFIERS.SKILLLEVEL.NAME
DUPLICANTS.MODIFIERS	Sleeping	正在睡覺	STRINGS.DUPLICANTS.MODIFIERS.SLEEP.NAME
DUPLICANTS.MODIFIERS	Nodding Off	打盹	STRINGS.DUPLICANTS.MODIFIERS.SLEEPCLINIC.NAME
DUPLICANTS.MODIFIERS	Sleepy	昏昏欲睡	STRINGS.DUPLICANTS.MODIFIERS.SLEEPY.NAME
DUPLICANTS.MODIFIERS	Slimelung Antibodies	黏液肺抗體	STRINGS.DUPLICANTS.MODIFIERS.SLIMESICKNESSRECOVERY.NAME
DUPLICANTS.MODIFIERS	Slipped	滑倒了	STRINGS.DUPLICANTS.MODIFIERS.SLIPPED.NAME
DUPLICANTS.MODIFIERS	Smelled Flowers	聞到花香	STRINGS.DUPLICANTS.MODIFIERS.SMELLEDFLOWERS.NAME
DUPLICANTS.MODIFIERS	Smelled a putrid odor	聞到惡臭	STRINGS.DUPLICANTS.MODIFIERS.SMELLEDPUTRIDODOUR.NAME
DUPLICANTS.MODIFIERS	Smelled Stinky	聞到臭味	STRINGS.DUPLICANTS.MODIFIERS.SMELLEDSTINKY.NAME
DUPLICANTS.MODIFIERS	Sopping Wet	全身溼透	STRINGS.DUPLICANTS.MODIFIERS.SOAKINGWET.NAME
DUPLICANTS.MODIFIERS	Socialized	交際	STRINGS.DUPLICANTS.MODIFIERS.SOCIALIZED.NAME
DUPLICANTS.MODIFIERS	Soda Filled	喝汽水	STRINGS.DUPLICANTS.MODIFIERS.SODAFOUNTAIN.NAME
DUPLICANTS.MODIFIERS	Soiled Suit	骯髒的太空衣	STRINGS.DUPLICANTS.MODIFIERS.SOILEDSUIT.NAME
DUPLICANTS.MODIFIERS	Sore Back	背部疼痛	STRINGS.DUPLICANTS.MODIFIERS.SOREBACK.NAME
DUPLICANTS.MODIFIERS	Thrilling Flight	驚險飛行	STRINGS.DUPLICANTS.MODIFIERS.SPACEBUZZ.NAME
DUPLICANTS.MODIFIERS	Visited Space	太空觀光	STRINGS.DUPLICANTS.MODIFIERS.SPACETOURIST.NAME
DUPLICANTS.MODIFIERS	Bad leftovers	不新鮮的食物	STRINGS.DUPLICANTS.MODIFIERS.STALEFOOD.NAME
DUPLICANTS.MODIFIERS	Starry Eyed	星光閃閃	STRINGS.DUPLICANTS.MODIFIERS.STARRYEYED.NAME
DUPLICANTS.MODIFIERS	Stepped in polluted water	踩進汙水中	STRINGS.DUPLICANTS.MODIFIERS.STEPPEDINCONTAMINATEDWATER.NAME
DUPLICANTS.MODIFIERS	Numb	發抖	STRINGS.DUPLICANTS.MODIFIERS.STRESSED_BY_COLD_WATER.NAME
DUPLICANTS.MODIFIERS	Receiving Massage	按摩	STRINGS.DUPLICANTS.MODIFIERS.STRESSREDUCTION.NAME
DUPLICANTS.MODIFIERS	Receiving Clinic Massage	在按摩中心舒壓	STRINGS.DUPLICANTS.MODIFIERS.STRESSREDUCTION_CLINIC.NAME
DUPLICANTS.MODIFIERS	Shocking Temper	脾氣暴躁	STRINGS.DUPLICANTS.MODIFIERS.STRESSSHOCKER.NAME
DUPLICANTS.MODIFIERS	Morale Upgrade Helper	士氣升級小幫手	STRINGS.DUPLICANTS.MODIFIERS.SUDDENMORALEHELPER.NAME
DUPLICANTS.MODIFIERS	Intensely Bright	非常明亮	STRINGS.DUPLICANTS.MODIFIERS.SUNLIGHT_BURNING.NAME
DUPLICANTS.MODIFIERS	Bright and Cheerful	明亮和開朗	STRINGS.DUPLICANTS.MODIFIERS.SUNLIGHT_PLEASANT.NAME
DUPLICANTS.MODIFIERS	Fast Swimmer	快速游泳者	STRINGS.DUPLICANTS.MODIFIERS.SWIMMINGATHLETICS.NAME
DUPLICANTS.MODIFIERS	Strong Swimmer	強壯游泳者	STRINGS.DUPLICANTS.MODIFIERS.SWIMMINGSTAMINA.NAME
DUPLICANTS.MODIFIERS	Less Anxious	減少焦慮	STRINGS.DUPLICANTS.MODIFIERS.TELEPHONEBABBLE.NAME
DUPLICANTS.MODIFIERS	Full of Gossip	閒談	STRINGS.DUPLICANTS.MODIFIERS.TELEPHONECHAT.NAME
DUPLICANTS.MODIFIERS	Sociable	交際	STRINGS.DUPLICANTS.MODIFIERS.TELEPHONELONGDISTANCE.NAME
DUPLICANTS.MODIFIERS	Environmental Exchange	環境變化	STRINGS.DUPLICANTS.MODIFIERS.TEMPEXCHANGE.NAME
DUPLICANTS.MODIFIERS	Thirsty	口渴	STRINGS.DUPLICANTS.MODIFIERS.THIRSTY.NAME
DUPLICANTS.MODIFIERS	Clutchy	受迫	STRINGS.DUPLICANTS.MODIFIERS.THRIVER.NAME
DUPLICANTS.MODIFIERS	Downtime	休息時間	STRINGS.DUPLICANTS.MODIFIERS.TOOKABREAK.NAME
DUPLICANTS.MODIFIERS	Toxic environment	有毒環境	STRINGS.DUPLICANTS.MODIFIERS.TOXICENVIRONMENT.NAME
DUPLICANTS.MODIFIERS	Ugly Crying	大哭	STRINGS.DUPLICANTS.MODIFIERS.UGLY_CRYING.NAME
DUPLICANTS.MODIFIERS	Aching Feet	腳部疼痛	STRINGS.DUPLICANTS.MODIFIERS.UNCOMFORTABLEFEET.NAME
DUPLICANTS.MODIFIERS	Sleeping Uncomfortably	睡不安穩	STRINGS.DUPLICANTS.MODIFIERS.UNCOMFORTABLESLEEP.NAME
DUPLICANTS.MODIFIERS	Underwater	在水下	STRINGS.DUPLICANTS.MODIFIERS.UNDERWATER.NAME
DUPLICANTS.MODIFIERS	Fashion Crime	時尚犯罪	STRINGS.DUPLICANTS.MODIFIERS.UNFASHIONABLECLOTHING.NAME
DUPLICANTS.MODIFIERS	Wind Swept	強風掃過	STRINGS.DUPLICANTS.MODIFIERS.VERTICALWINDTUNNEL.NAME
DUPLICANTS.MODIFIERS	Airborne	空降	STRINGS.DUPLICANTS.MODIFIERS.VERTICALWINDTUNNELFLYING.NAME
DUPLICANTS.MODIFIERS	Vertigo	懼高	STRINGS.DUPLICANTS.MODIFIERS.VERTIGO.NAME
DUPLICANTS.MODIFIERS	Vomiting	嘔吐	STRINGS.DUPLICANTS.MODIFIERS.VOMITING.NAME
DUPLICANTS.MODIFIERS	Disturbed by Wailing	因為哀嚎感到不安	STRINGS.DUPLICANTS.MODIFIERS.WAILEDAT.NAME
DUPLICANTS.MODIFIERS	Toasty Surroundings	周圍環境太熱	STRINGS.DUPLICANTS.MODIFIERS.WARMAIR.NAME
DUPLICANTS.MODIFIERS	Warming Up	暖身	STRINGS.DUPLICANTS.MODIFIERS.WARMINGUP.NAME
DUPLICANTS.MODIFIERS	Frost Resistant	嚴寒抗性	STRINGS.DUPLICANTS.MODIFIERS.WARMTOUCH.NAME
DUPLICANTS.MODIFIERS	Recently assailed	最近被攻擊	STRINGS.DUPLICANTS.MODIFIERS.WASATTACKED.NAME
DUPLICANTS.MODIFIERS	Well fed	吃飽飽	STRINGS.DUPLICANTS.MODIFIERS.WELLFED.NAME
DUPLICANTS.MODIFIERS	Soggy Feet	腳溼了	STRINGS.DUPLICANTS.MODIFIERS.WETFEET.NAME
DUPLICANTS.MODIFIERS	Appreciated	讚美	STRINGS.DUPLICANTS.MODIFIERS.WORKENCOURAGED.NAME
DUPLICANTS.MODIFIERS	Working	工作中	STRINGS.DUPLICANTS.MODIFIERS.WORKING.NAME
DUPLICANTS.MODIFIERS	Zombie Spores Antibodies	殭屍孢子抗體	STRINGS.DUPLICANTS.MODIFIERS.ZOMBIESICKNESSRECOVERY.NAME
DUPLICANTS.NEEDS	Decor Expectation	裝飾期望	STRINGS.DUPLICANTS.NEEDS.DECOR.NAME
DUPLICANTS.NEEDS	Food Quality	食物品質	STRINGS.DUPLICANTS.NEEDS.FOOD_QUALITY.NAME
DUPLICANTS.NEEDS	Noise Expectation	噪音期望	STRINGS.DUPLICANTS.NEEDS.NOISE.NAME
DUPLICANTS.NEEDS	Morale Requirements	士氣要求	STRINGS.DUPLICANTS.NEEDS.QUALITYOFLIFE.NAME
DUPLICANTS.ROLES	Aesthetic Design	美學設計	STRINGS.DUPLICANTS.ROLES.ARTIST.NAME
DUPLICANTS.ROLES	Rocket Navigation	火箭導航	STRINGS.DUPLICANTS.ROLES.ASTRONAUT.NAME
DUPLICANTS.ROLES	Rocket Piloting	火箭駕駛	STRINGS.DUPLICANTS.ROLES.ASTRONAUTTRAINEE.NAME
DUPLICANTS.ROLES	Booster Processing I	增效卡匣處理 I	STRINGS.DUPLICANTS.ROLES.BIONICS_A1.NAME
DUPLICANTS.ROLES	Booster Processing II	增效卡匣處理 II	STRINGS.DUPLICANTS.ROLES.BIONICS_A2.NAME
DUPLICANTS.ROLES	Complex Processing	複雜處理	STRINGS.DUPLICANTS.ROLES.BIONICS_A3.NAME
DUPLICANTS.ROLES	Improved Gears I	改良齒輪 I	STRINGS.DUPLICANTS.ROLES.BIONICS_B1.NAME
DUPLICANTS.ROLES	Improved Gears II	改良齒輪 II	STRINGS.DUPLICANTS.ROLES.BIONICS_B2.NAME
DUPLICANTS.ROLES	Top Gear	頂級齒輪	STRINGS.DUPLICANTS.ROLES.BIONICS_B3.NAME
DUPLICANTS.ROLES	Schematics	原理示意	STRINGS.DUPLICANTS.ROLES.BIONICS_C1.NAME
DUPLICANTS.ROLES	Advanced Schematics	進階原理	STRINGS.DUPLICANTS.ROLES.BIONICS_C2.NAME
DUPLICANTS.ROLES	Power Banking	電力強化	STRINGS.DUPLICANTS.ROLES.BIONICS_C3.NAME
DUPLICANTS.ROLES	Improved Hardware	改良硬體	STRINGS.DUPLICANTS.ROLES.BIONICS_D1.NAME
DUPLICANTS.ROLES	Climate Control	氣候控制	STRINGS.DUPLICANTS.ROLES.BIONICS_D2.NAME
DUPLICANTS.ROLES	Improved Construction II	建造技術改良 II	STRINGS.DUPLICANTS.ROLES.BUILDER.NAME
DUPLICANTS.ROLES	Enhanced Seasoning	風味增強	STRINGS.DUPLICANTS.ROLES.COOK.NAME
DUPLICANTS.ROLES	Divemaster	潛水大師	STRINGS.DUPLICANTS.ROLES.EXPERT_SWIMMER.NAME
DUPLICANTS.ROLES	Improved Strength	力量強化	STRINGS.DUPLICANTS.ROLES.HANDYMAN.NAME
DUPLICANTS.ROLES	Improved Carrying I	負重強化 I	STRINGS.DUPLICANTS.ROLES.HAULER.NAME
DUPLICANTS.ROLES	Art Fundamentals	藝術基礎	STRINGS.DUPLICANTS.ROLES.JUNIOR_ARTIST.NAME
DUPLICANTS.ROLES	Improved Construction I	建造技術改良 I	STRINGS.DUPLICANTS.ROLES.JUNIOR_BUILDER.NAME
DUPLICANTS.ROLES	Grilling	燒烤 I	STRINGS.DUPLICANTS.ROLES.JUNIOR_COOK.NAME
DUPLICANTS.ROLES	Improved Farming I	耕種技術改良 I	STRINGS.DUPLICANTS.ROLES.JUNIOR_FARMER.NAME
DUPLICANTS.ROLES	Medicine Compounding	藥物配製	STRINGS.DUPLICANTS.ROLES.JUNIOR_MEDIC.NAME
DUPLICANTS.ROLES	Hard Digging	硬物挖掘	STRINGS.DUPLICANTS.ROLES.JUNIOR_MINER.NAME
DUPLICANTS.ROLES	Advanced Research	進階研究	STRINGS.DUPLICANTS.ROLES.JUNIOR_RESEARCHER.NAME
DUPLICANTS.ROLES	Improved Tinkering	精進調整	STRINGS.DUPLICANTS.ROLES.MACHINE_TECHNICIAN.NAME
DUPLICANTS.ROLES	Masterworks	大師作品	STRINGS.DUPLICANTS.ROLES.MASTER_ARTIST.NAME
DUPLICANTS.ROLES	Hazmat Digging	危險品挖掘	STRINGS.DUPLICANTS.ROLES.MASTER_MINER.NAME
DUPLICANTS.ROLES	Improved Carrying II	負重強化 II	STRINGS.DUPLICANTS.ROLES.MATERIALS_MANAGER.NAME
DUPLICANTS.ROLES	Mechatronics Engineering	機電整合工程	STRINGS.DUPLICANTS.ROLES.MECHATRONIC_ENGINEER.NAME
DUPLICANTS.ROLES	Bedside Manner	床邊看護	STRINGS.DUPLICANTS.ROLES.MEDIC.NAME
DUPLICANTS.ROLES	Superhard Digging	超硬物挖掘	STRINGS.DUPLICANTS.ROLES.MINER.NAME
DUPLICANTS.ROLES	Unemployed	失業的	STRINGS.DUPLICANTS.ROLES.NO_ROLE.NAME
DUPLICANTS.ROLES	Applied Sciences Research	應用科學研究	STRINGS.DUPLICANTS.ROLES.NUCLEAR_RESEARCHER.NAME
DUPLICANTS.ROLES	Oil Engineering	石油工程	STRINGS.DUPLICANTS.ROLES.OIL_TECHNICIAN.NAME
DUPLICANTS.ROLES	Plumbing	供水	STRINGS.DUPLICANTS.ROLES.PLUMBER.NAME
DUPLICANTS.ROLES	Electrical Engineering	電氣工程	STRINGS.DUPLICANTS.ROLES.POWER_TECHNICIAN.NAME
DUPLICANTS.ROLES	Pyrotechnics	火工技藝	STRINGS.DUPLICANTS.ROLES.PYROTECHNIC.NAME
DUPLICANTS.ROLES	Critter Ranching I	畜牧 I	STRINGS.DUPLICANTS.ROLES.RANCHER.NAME
DUPLICANTS.ROLES	Field Research	野外調查	STRINGS.DUPLICANTS.ROLES.RESEARCHER.NAME
DUPLICANTS.ROLES	Demolition	拆毀解體	STRINGS.DUPLICANTS.ROLES.SENIOR_BUILDER.NAME
DUPLICANTS.ROLES	Fine Dining	精緻餐食	STRINGS.DUPLICANTS.ROLES.SENIOR_COOK.NAME
DUPLICANTS.ROLES	Improved Farming II	耕種技術改良 II	STRINGS.DUPLICANTS.ROLES.SENIOR_FARMER.NAME
DUPLICANTS.ROLES	Advanced Medical Care	進階醫療照顧	STRINGS.DUPLICANTS.ROLES.SENIOR_MEDIC.NAME
DUPLICANTS.ROLES	Super-Duperhard Digging	極硬物挖掘	STRINGS.DUPLICANTS.ROLES.SENIOR_MINER.NAME
DUPLICANTS.ROLES	Critter Ranching II	畜牧 II	STRINGS.DUPLICANTS.ROLES.SENIOR_RANCHER.NAME
DUPLICANTS.ROLES	Astronomy	天文學	STRINGS.DUPLICANTS.ROLES.SENIOR_RESEARCHER.NAME
DUPLICANTS.ROLES	Rocket Piloting II	火箭駕駛 II	STRINGS.DUPLICANTS.ROLES.SENIOR_ROCKETPILOT.NAME
DUPLICANTS.ROLES	Data Analysis Researcher	資料分析研究員	STRINGS.DUPLICANTS.ROLES.SPACE_RESEARCHER.NAME
DUPLICANTS.ROLES	Suit Sustainability Training	裝備耐久度訓練	STRINGS.DUPLICANTS.ROLES.SUIT_DURABILITY.NAME
DUPLICANTS.ROLES	Exosuit Training	太空衣訓練	STRINGS.DUPLICANTS.ROLES.SUIT_EXPERT.NAME
DUPLICANTS.ROLES	Basic Swimming	基礎游泳	STRINGS.DUPLICANTS.ROLES.SWIMMER.NAME
DUPLICANTS.ROLES	W.I.P. Skill	開發中技能	STRINGS.DUPLICANTS.ROLES.USELESSSKILL.NAME
DUPLICANTS.SKILLGROUPS	Decorator	裝飾家	STRINGS.DUPLICANTS.SKILLGROUPS.ART.NAME
DUPLICANTS.SKILLGROUPS	Tidier	清潔工	STRINGS.DUPLICANTS.SKILLGROUPS.BASEKEEPING.NAME
DUPLICANTS.SKILLGROUPS	Builder	建築工	STRINGS.DUPLICANTS.SKILLGROUPS.BUILDING.NAME
DUPLICANTS.SKILLGROUPS	Cooker	廚師	STRINGS.DUPLICANTS.SKILLGROUPS.COOKING.NAME
DUPLICANTS.SKILLGROUPS	Farmer	農夫	STRINGS.DUPLICANTS.SKILLGROUPS.FARMING.NAME
DUPLICANTS.SKILLGROUPS	Supplier	供應	STRINGS.DUPLICANTS.SKILLGROUPS.HAULING.NAME
DUPLICANTS.SKILLGROUPS	Doctor	醫生	STRINGS.DUPLICANTS.SKILLGROUPS.MEDICALAID.NAME
DUPLICANTS.SKILLGROUPS	Digger	礦工	STRINGS.DUPLICANTS.SKILLGROUPS.MINING.NAME
DUPLICANTS.SKILLGROUPS	Rancher	畜牧員	STRINGS.DUPLICANTS.SKILLGROUPS.RANCHING.NAME
DUPLICANTS.SKILLGROUPS	Researcher	研究員	STRINGS.DUPLICANTS.SKILLGROUPS.RESEARCH.NAME
DUPLICANTS.SKILLGROUPS	Pilot	駕駛員	STRINGS.DUPLICANTS.SKILLGROUPS.ROCKETRY.NAME
DUPLICANTS.SKILLGROUPS	Suit Wearer	太空人	STRINGS.DUPLICANTS.SKILLGROUPS.SUITS.NAME
DUPLICANTS.SKILLGROUPS	Operator	技師	STRINGS.DUPLICANTS.SKILLGROUPS.TECHNICALS.NAME
DUPLICANTS.STATS	Gunk	黏渣	STRINGS.DUPLICANTS.STATS.BIONICGUNK.NAME
